nombre,nivel,ataque,defensa,estamina,iv_ataque,iv_defensa,iv_estamina,PC
Cleffa,9.0,75,79,137,5,6,12,143
Sunkern,6.0,55,55,102,5,8,9,51
Aipom,10.0,136,112,146,4,6,13,342
Umbreon,35.5,126,240,216,15,8,7,1937
Larvitar,44.0,115,93,137,6,4,5,932
Blaziken,18.5,240,141,190,4,14,1,1385
Victreebel,2.5,207,135,190,0,4,2,125
Larvitar,32.0,115,93,137,1,7,11,780
Ampharos,9.0,211,169,207,1,8,0,647
Spoink,11.5,125,122,155,15,12,2,416
Lapras,8.0,165,174,277,7,15,6,560
Jigglypuff,23.5,80,41,251,11,5,2,411
Articuno,38.0,192,236,207,2,12,14,2755
Cresselia,44.0,152,258,260,7,14,11,2834
Omastar,34.0,207,201,172,6,4,4,2310
Aron,19.5,121,141,137,12,15,5,688
Typhlosion,27.0,223,173,186,5,9,15,2101
Kingler,6.5,240,181,146,3,1,3,450
Alolan,17.0,201,154,155,2,8,7,997
Bronzor,3.0,43,154,149,7,15,0,36
Aerodactyl,8.0,221,159,190,3,15,12,591
Buizel,39.5,132,67,146,14,2,9,936
Lopunny,28.0,156,194,163,8,3,14,1530
Kadabra,8.5,232,117,120,8,10,13,468
Froslass,38.0,171,150,172,3,0,15,1768
Swellow,10.5,185,124,155,14,7,2,534
Ariados,21.0,161,124,172,0,11,9,943
Probopass,39.5,135,275,155,4,12,4,1841
Finneon,14.5,96,116,135,0,3,11,327
Swablu,38.0,76,132,128,7,11,4,691
Bayleef,20.5,122,155,155,14,4,15,817
Alolan,28.0,211,198,190,15,0,14,2269
Tyranitar,2.0,251,207,225,15,15,15,170
Hitmonchan,18.5,193,197,137,11,11,15,1197
Nincada,2.5,80,126,104,2,12,9,38
Krabby,21.5,181,124,102,12,14,7,908
Fearow,35.0,182,133,163,13,9,4,1741
Flygon,26.5,205,168,190,11,3,5,1865
Girafarig,36.0,182,133,172,14,3,14,1835
Dewgong,24.5,139,177,207,15,7,11,1348
Claydol,11.5,140,229,155,12,10,2,604
Granbull,9.5,212,131,207,12,9,8,657
Slowbro,13.5,177,180,216,2,15,0,885
Latios,6.0,268,212,190,3,4,2,568
Scyther,21.5,218,170,172,0,2,6,1463
Feraligatr,30.5,205,188,198,14,3,8,2345
Alolan,39.0,135,90,190,7,9,11,1233
Gabite,9.5,172,125,169,9,4,10,465
Graveler,23.5,164,164,146,4,8,8,1146
Psyduck,44.0,122,95,137,3,4,9,986
Drifblim,19.0,180,102,312,12,11,15,1251
Spearow,21.0,112,60,120,15,11,3,444
Barboach,17.0,93,82,137,3,0,15,325
Cleffa,13.0,75,79,137,12,7,1,219
Nincada,10.0,80,126,104,13,3,2,194
Dratini,9.0,119,91,121,1,5,3,209
Chatot,20.5,183,91,183,1,1,1,875
Garchomp,23.5,261,193,239,7,10,8,2516
Prinplup,22.0,150,139,162,5,8,3,947
Machamp,11.5,234,159,207,15,9,6,966
Magnemite,16.0,165,121,93,6,1,14,557
Sudowoodo,27.0,167,176,172,0,14,12,1504
Latios,32.5,268,212,190,1,8,4,3099
Alolan,20.5,190,172,233,4,15,3,1490
Hariyama,3.0,209,114,302,14,1,7,195
Dialga,35.5,275,211,204,14,1,7,3572
Squirtle,4.0,94,121,127,15,7,14,95
Machop,41.0,137,82,172,6,7,0,1119
Togetic,27.5,139,181,146,6,4,5,1189
Ampharos,36.5,211,169,207,10,5,4,2512
Arbok,37.0,167,153,155,0,0,6,1566
Claydol,17.5,140,229,155,12,4,12,936
Shuckle,19.5,17,396,85,10,10,13,187
Raichu,3.5,193,151,155,6,3,3,173
Sentret,6.5,79,73,111,5,0,2,85
Clamperl,6.0,133,135,111,8,4,1,181
Meowth,22.0,92,78,120,9,0,3,388
Medicham,25.0,121,152,155,7,5,11,921
Machoke,32.5,177,125,190,11,14,14,1765
Numel,8.5,119,79,155,8,2,10,220
Surskit,23.5,93,87,120,7,11,0,454
Alolan,16.5,125,129,137,3,14,5,537
Togepi,34.0,67,116,111,3,8,14,497
Hippowdon,4.5,201,191,239,5,6,1,335
Alakazam,32.0,271,167,146,0,15,0,2443
Gorebyss,38.5,211,179,146,10,4,2,2222
Vileplume,3.0,202,167,181,3,9,9,174
Deoxys,39.0,345,115,137,4,8,1,2799
Sunflora,34.0,185,135,181,10,14,13,1893
Loudred,10.0,134,81,197,2,3,0,312
Spinarak,18.0,105,73,120,6,10,14,376
Regirock,23.5,179,309,190,10,8,0,1945
Alolan,40.0,190,172,233,14,10,1,2629
Kingler,30.5,240,181,146,12,15,12,2394
Nincada,33.5,80,126,104,7,4,14,610
Ampharos,35.0,211,169,207,14,6,10,2542
Elekid,29.5,135,101,128,5,13,0,890
Celebi,18.5,210,210,225,15,9,0,1648
Golbat,26.0,161,150,181,0,3,12,1283
Gyarados,27.5,237,186,216,9,12,0,2496
Swinub,26.0,90,69,137,11,11,13,513
Pidgey,25.5,85,73,120,13,15,6,469
Lumineon,3.0,142,170,170,3,14,10,122
Nincada,18.5,80,126,104,12,1,9,363
Corsola,6.0,118,156,146,3,13,10,202
Wigglytuff,27.5,156,90,295,4,12,7,1378
Shiftry,17.0,200,121,207,3,10,8,1033
Cherrim,17.5,170,153,172,0,15,13,935
Leafeon,35.5,216,219,163,5,12,15,2619
Absol,28.0,246,120,163,3,12,4,1847
Shelgon,12.0,172,155,163,13,8,4,653
Golbat,3.5,161,150,181,8,9,13,166
Exeggutor,18.5,233,149,216,1,0,3,1395
Magby,37.0,151,99,128,9,12,15,1205
Medicham,11.0,121,152,155,14,11,5,428
Bayleef,8.0,122,155,155,0,14,15,291
Armaldo,18.0,222,174,181,10,7,14,1400
Azurill,1.5,36,71,137,9,1,7,8
Aipom,22.0,136,112,146,13,2,14,790
Staraptor,20.5,234,140,198,1,15,15,1562
Cresselia,15.0,152,258,260,10,6,2,1140
Aggron,26.0,198,257,172,8,7,15,2123
Forretress,35.5,161,205,181,11,1,15,2019
Kricketot,19.5,45,74,114,1,5,13,160
Dialga,15.5,275,211,204,1,11,0,1624
Zigzagoon,20.0,58,80,116,5,15,3,239
Vibrava,15.0,134,99,137,15,10,6,497
Sableye,2.0,141,136,137,3,9,10,58
Nidoqueen,31.0,180,173,207,6,8,5,1983
Gyarados,15.5,237,186,216,8,0,3,1367
Melmetal,2.0,226,190,264,11,14,1,152
Chikorita,38.5,92,122,128,12,1,10,828
Clefairy,17.0,107,108,172,14,13,14,550
Vaporeon,16.5,205,161,277,11,9,6,1395
Luxio,15.5,159,95,155,10,7,9,604
Totodile,34.5,117,109,137,10,14,5,965
Metapod,15.0,45,80,137,14,9,11,181
Alolan,14.5,144,186,155,0,13,12,679
Typhlosion,13.5,223,173,186,3,9,7,1020
Pineco,42.0,108,122,137,10,10,5,1034
Ninjask,3.0,196,112,156,0,7,7,127
Dugtrio,38.5,167,134,111,1,8,13,1362
Mewtwo,35.0,300,182,214,1,1,1,3462
Shellos,12.0,103,105,183,7,13,11,356
Piplup,40.0,112,102,142,15,13,1,1017
Spearow,28.0,112,60,120,14,9,10,596
Surskit,28.5,93,87,120,12,11,11,605
Dustox,15.0,98,162,155,10,3,15,484
Charmeleon,36.5,158,126,151,7,7,11,1437
Munchlax,29.5,137,117,286,1,7,10,1391
Skitty,20.0,84,79,137,14,15,4,402
Alolan,4.5,96,109,116,9,6,3,91
Drapion,10.5,180,202,172,12,11,10,708
Persian,19.0,150,136,163,4,5,2,796
Tentacool,13.5,97,149,120,0,15,15,347
Staravia,36.0,142,94,146,7,0,11,1065
Tropius,23.5,136,163,223,5,15,13,1211
Regigigas,27.0,287,210,220,1,12,5,3101
Lickitung,10.0,108,137,207,2,7,14,350
Dustox,11.0,98,162,155,8,1,11,342
Crawdaunt,19.0,224,142,160,4,3,12,1220
Farfetch'd,37.5,124,115,141,9,1,7,1049
Murkrow,19.5,175,87,155,0,13,1,760
Duskull,26.0,70,162,85,10,12,11,479
Natu,44.0,134,89,120,6,2,4,976
Goldeen,33.0,123,110,128,13,7,12,978
Metang,37.5,138,176,155,0,8,9,1443
Wailmer,24.0,136,68,277,3,8,8,876
Torterra,30.0,202,188,216,0,12,14,2319
Abomasnow,7.5,178,158,207,6,2,6,446
Tauros,5.0,198,183,181,15,13,12,349
Porygon-Z,28.0,264,150,198,9,10,11,2494
Spoink,16.0,125,122,155,15,0,7,561
Machop,1.0,137,82,172,12,5,7,16
Kakuna,6.5,46,75,128,1,4,6,54
Clamperl,35.5,133,135,111,7,0,5,1023
Vulpix,9.5,96,109,116,9,10,0,208
Probopass,39.0,135,275,155,9,10,15,1951
Froslass,3.5,171,150,172,14,4,13,174
Registeel,11.5,143,285,190,0,13,4,705
Jumpluff,35.5,118,183,181,8,6,1,1365
Lotad,18.0,71,77,120,1,6,11,241
Diglett,1.0,109,78,67,7,8,4,8
Banette,23.5,218,126,162,15,14,5,1494
Staryu,1.5,137,112,102,7,8,12,30
Igglybuff,14.5,69,32,207,7,0,7,162
Hypno,39.0,144,193,198,11,1,3,1884
Darkrai,31.0,285,198,172,13,13,14,3213
Phione,6.5,162,162,190,4,0,9,335
Hitmontop,23.5,173,207,137,13,14,2,1367
Magby,35.0,151,99,128,6,1,13,1081
Misdreavus,18.5,167,154,155,9,3,2,912
Empoleon,13.0,210,186,197,0,2,14,970
Meowth,17.0,92,78,120,8,11,8,323
Porygon-Z,6.0,264,150,198,9,6,3,498
Bayleef,20.0,122,155,155,12,10,5,777
Wailmer,31.0,136,68,277,3,5,3,1081
Mightyena,10.5,171,132,172,0,1,11,500
Gardevoir,6.0,237,195,169,8,2,9,472
Alolan,18.5,99,78,120,9,15,11,393
Alolan,21.0,132,132,120,4,0,5,654
Lumineon,27.5,142,170,170,13,3,12,1349
Hariyama,44.0,209,114,302,0,10,5,2677
Regigigas,2.5,287,210,220,3,4,13,240
Porygon,38.0,153,136,163,11,13,14,1615
Scyther,5.0,218,170,172,12,3,15,348
Arcanine,5.0,227,166,207,11,9,10,390
Diglett,9.0,109,78,67,15,5,2,149
Prinplup,30.0,150,139,162,10,1,0,1290
Lanturn,37.5,146,137,268,14,15,0,1944
Glameow,13.5,109,82,135,8,4,10,314
Chikorita,12.5,92,122,128,14,1,8,305
Leafeon,12.5,216,219,163,4,9,8,969
Exeggutor,37.5,233,149,216,8,2,8,2669
Shinx,1.5,117,64,128,15,14,15,25
Murkrow,19.0,175,87,155,15,0,13,778
Sealeo,14.0,137,132,207,13,14,8,664
Sneasel,7.0,189,146,146,4,11,4,361
Skiploom,20.0,91,120,146,4,7,3,466
Slowking,5.5,177,180,216,10,0,3,347
Lombre,37.5,112,119,155,1,14,8,1002
Steelix,15.0,148,272,181,0,12,2,903
Yanma,31.0,154,94,163,13,11,7,1214
Stantler,18.0,192,131,177,14,5,0,1026
Budew,25.0,91,109,120,2,11,9,516
Gible,37.0,124,84,151,9,7,3,941
Tauros,1.5,198,183,181,9,4,12,71
Ninetales,25.5,169,190,177,2,3,12,1486
Muk,36.5,190,172,233,6,5,4,2381
Raichu,6.0,193,151,155,13,15,5,346
Natu,39.5,134,89,120,3,5,3,913
Blaziken,38.0,240,141,190,0,7,0,2441
Sharpedo,24.5,243,83,172,14,0,6,1365
Dewgong,8.0,139,177,207,7,4,10,407
Venusaur,42.0,198,189,190,7,7,13,2619
Regirock,34.5,179,309,190,4,8,3,2605
Zigzagoon,4.0,58,80,116,9,8,12,46
Dewgong,18.0,139,177,207,0,4,15,894
Weedle,13.0,63,50,120,14,14,8,161
Kingdra,28.0,194,194,181,15,13,1,2027
Politoed,15.0,174,179,207,4,7,3,941
Skorupi,38.5,93,151,120,3,10,8,842
Wormadam,11.0,141,180,155,0,7,12,489
Castform,30.5,139,139,172,5,2,10,1245
Ledian,32.5,107,179,146,1,4,12,1024
Toxicroak,35.5,211,133,195,3,14,14,2192
Snorunt,12.5,95,95,137,1,14,11,272
Larvitar,28.0,115,93,137,11,2,15,756
Infernape,14.5,222,151,183,11,9,14,1070
Riolu,15.5,127,78,120,3,8,6,374
Alolan,24.5,190,172,233,5,6,15,1791
Drifblim,39.5,180,102,312,13,11,15,2300
Anorith,28.0,176,100,128,6,0,6,1052
Spoink,1.0,125,122,155,7,0,1,16
Mamoswine,33.0,247,146,242,14,7,1,2829
Masquerain,22.0,192,150,172,9,4,0,1284
Anorith,27.5,176,100,128,8,9,15,1127
Octillery,32.0,197,141,181,5,1,14,1859
Alolan,13.0,99,78,120,8,8,10,262
Torchic,15.5,130,87,128,10,12,14,459
Skorupi,12.5,93,151,120,14,5,5,333
Houndoom,4.0,224,144,181,2,6,2,244
Cacnea,30.5,156,74,137,15,4,7,978
Wartortle,29.0,126,155,153,5,14,7,1114
Clefairy,28.0,107,108,172,9,4,9,825
Seviper,17.5,196,118,177,8,1,15,962
Gastly,18.5,186,67,102,5,10,9,582
Haunter,31.5,223,107,128,5,2,15,1562
Wobbuffet,13.0,60,106,382,14,7,2,357
Victreebel,3.0,207,135,190,4,8,6,164
Sudowoodo,12.0,167,176,172,15,5,12,711
Yanma,16.5,154,94,163,9,9,4,629
Chimecho,8.5,175,170,181,5,3,5,485
Volbeat,29.0,143,166,163,8,4,10,1340
Ledyba,35.0,72,118,120,7,4,5,565
Arceus,25.0,238,238,236,1,7,3,2580
Bayleef,41.0,122,155,155,7,9,13,1354
Grumpig,6.0,171,188,190,3,3,14,354
Ariados,23.0,161,124,172,8,2,3,1029
Pupitar,29.5,155,133,172,2,6,7,1303
Bibarel,42.0,162,119,188,4,4,11,1663
Hitmontop,23.0,173,207,137,4,1,5,1248
Meowth,28.0,92,78,120,15,5,7,548
Mothim,3.0,185,98,172,4,1,8,117
Pinsir,4.5,238,182,163,6,15,11,337
Spinda,20.5,116,116,155,4,1,8,606
Mightyena,24.0,171,132,172,5,7,12,1205
Butterfree,19.5,167,137,155,12,15,11,989
Weepinbell,11.0,172,92,163,0,8,0,431
Seadra,34.0,187,156,146,6,0,10,1719
Wailmer,35.5,136,68,277,8,1,6,1176
Abomasnow,6.5,178,158,207,10,4,0,387
Sentret,20.5,79,73,111,2,4,4,278
Altaria,15.0,141,201,181,13,7,9,819
Salamence,1.5,277,168,216,1,4,11,100
Forretress,23.0,161,205,181,15,14,0,1438
Scyther,32.5,218,170,172,9,13,4,2271
Noctowl,11.5,145,156,225,9,9,8,619
Ekans,31.0,110,97,111,14,15,7,775
Sableye,11.5,141,136,137,3,12,10,435
Raticate,38.0,161,139,146,3,6,8,1486
Honchkrow,27.5,243,103,225,8,13,3,2003
Nidoking,43.0,204,156,191,0,7,1,2340
Seadra,10.0,187,156,146,6,2,8,537
Lickitung,7.5,108,137,207,5,14,8,267
Carvanha,16.5,171,39,128,14,4,15,427
Forretress,27.0,161,205,181,2,10,12,1599
Pichu,14.5,77,53,85,4,5,2,148
Mareep,4.5,114,79,146,5,13,12,107
Magneton,28.0,223,169,137,2,13,15,1869
Weezing,36.0,174,197,163,3,12,11,1987
Slowpoke,29.0,109,98,207,10,8,5,923
Charmeleon,23.0,158,126,151,1,15,4,964
Snubbull,29.0,137,85,155,3,8,14,908
Abra,13.0,195,82,93,13,4,3,438
Nincada,11.5,80,126,104,7,4,13,220
Metang,37.0,138,176,155,3,14,2,1455
Typhlosion,18.0,223,173,186,13,12,6,1428
Bonsly,19.0,124,133,137,0,3,2,578
Omastar,15.5,207,201,172,12,8,5,1165
Unown,4.0,136,91,134,2,13,3,107
Flaaffy,25.0,145,109,172,3,14,2,965
Alolan,13.5,99,78,120,9,12,6,277
Cubone,4.5,90,144,137,1,11,7,101
Chimchar,6.0,113,86,127,13,0,10,141
Tangela,35.0,183,169,163,7,14,0,1903
Aipom,18.0,136,112,146,9,3,6,615
Grovyle,14.5,172,120,137,9,13,3,639
Mantine,20.5,148,226,163,13,4,8,1168
Zapdos,23.5,253,185,207,10,8,3,2220
Dusclops,22.0,124,234,120,7,15,0,888
Moltres,10.0,251,181,207,1,2,7,890
Paras,24.0,121,99,111,2,13,5,600
Scizor,27.0,236,181,172,11,4,11,2189
Gengar,13.0,261,149,155,15,6,7,1014
Steelix,21.0,148,272,181,13,9,2,1368
Smeargle,6.5,40,83,146,10,12,8,68
Mareep,8.0,114,79,146,9,10,3,199
Masquerain,34.0,192,150,172,12,2,11,1942
Pidgeot,37.0,166,154,195,7,3,8,1846
Persian,33.5,150,136,163,3,11,11,1386
Shellos,11.5,103,105,183,7,9,11,335
Spearow,13.0,112,60,120,11,0,0,242
Raikou,8.5,241,195,207,12,15,5,801
Alolan,15.0,211,198,190,10,5,9,1189
Graveler,11.0,164,164,146,9,11,13,566
Hitmonchan,15.0,193,197,137,1,2,12,894
Snorunt,7.0,95,95,137,10,12,3,156
Haunter,6.0,223,107,128,3,11,14,301
Vaporeon,6.5,205,161,277,0,8,8,506
Poochyena,30.0,96,61,111,6,1,5,463
Venonat,25.0,100,100,155,3,2,8,592
Garchomp,34.0,261,193,239,15,10,7,3522
Kakuna,12.0,46,75,128,12,2,7,126
Granbull,32.0,212,131,207,12,2,3,2071
Golduck,11.0,191,162,190,13,5,6,724
Psyduck,6.0,122,95,137,3,5,3,152
Happiny,21.0,25,77,225,7,2,2,160
Chimecho,13.0,175,170,181,11,10,8,795
Clefairy,3.5,107,108,172,13,11,5,97
Qwilfish,8.0,184,138,163,12,11,6,437
Magmar,29.5,206,154,163,14,13,1,1916
Ho-Oh,3.0,239,244,214,0,8,14,266
Onix,16.5,85,232,111,3,8,15,450
Smeargle,3.5,40,83,146,14,6,6,35
Feebas,43.0,29,85,85,6,10,13,219
Jirachi,15.0,210,210,225,8,2,9,1299
Prinplup,24.0,150,139,162,5,2,14,1045
Kricketune,34.5,160,100,184,0,13,7,1352
Skiploom,21.0,91,120,146,4,8,7,498
Castform,32.5,139,139,172,7,5,5,1299
Aerodactyl,18.5,221,159,190,11,11,14,1426
Toxicroak,3.5,211,133,195,0,0,7,193
Noctowl,14.0,145,156,225,1,4,11,708
Corphish,9.0,141,99,125,0,13,10,276
Gligar,32.0,143,184,163,0,8,4,1416
Dragonite,43.0,263,198,209,4,12,5,3670
Metang,1.5,138,176,155,11,0,2,45
Lugia,4.5,193,310,235,8,5,9,416
Raichu,5.0,193,151,155,8,1,15,272
Wigglytuff,15.5,156,90,295,14,13,14,838
Mawile,24.5,155,141,137,3,8,7,1011
Dusknoir,35.0,180,254,128,2,3,6,1958
Starly,3.5,101,58,120,10,2,4,53
Victreebel,18.0,207,135,190,10,8,0,1148
Teddiursa,28.5,142,93,155,14,0,11,985
Exeggcute,19.5,107,125,155,13,12,3,614
Geodude,24.0,132,132,120,4,3,3,750
Chinchou,40.0,106,97,181,4,0,5,922
Meditite,13.5,78,107,102,14,9,7,249
Croagunk,17.5,116,76,134,15,7,11,448
Xatu,17.0,192,146,163,10,3,15,998
Caterpie,12.5,55,55,128,9,7,1,127
Larvitar,3.0,115,93,137,2,2,2,62
Lopunny,37.5,156,194,163,11,15,12,1923
Shedinja,29.0,153,73,1,7,8,11,258
Seel,5.0,85,121,163,5,13,0,112
Slaking,39.5,290,166,284,9,8,6,4165
Hariyama,17.0,209,114,302,14,13,11,1348
Houndour,8.5,152,83,128,12,13,0,273
Pelipper,3.0,175,174,155,2,3,7,139
Cubone,1.0,90,144,137,4,3,5,12
Croagunk,28.5,116,76,134,6,14,9,703
Butterfree,32.0,167,137,155,3,1,4,1393
Spinarak,25.5,105,73,120,10,4,2,507
Xatu,13.0,192,146,163,15,14,14,808
Shellder,26.0,116,134,102,11,13,10,756
Skorupi,3.0,93,151,120,12,13,0,68
Chimchar,21.0,113,86,127,3,14,6,501
Scyther,2.5,218,170,172,7,3,2,144
Grotle,41.0,157,143,181,3,4,6,1677
Politoed,27.0,174,179,207,15,8,5,1813
Wormadam,3.0,141,180,155,15,6,6,125
Glalie,7.0,162,162,190,0,4,12,361
Sandshrew,9.5,126,120,137,0,15,3,292
Typhlosion,7.0,223,173,186,3,11,0,509
Umbreon,30.5,126,240,216,0,14,1,1596
Hypno,6.0,144,193,198,5,9,7,312
Electabuzz,35.5,198,158,163,12,11,6,2074
Hitmontop,3.0,173,207,137,14,3,0,147
Tangela,8.5,183,169,163,13,9,8,513
Nuzleaf,20.5,134,78,172,12,9,5,662
Starly,38.5,101,58,120,7,13,7,626
Magneton,23.0,223,169,137,10,12,15,1586
Bulbasaur,27.0,118,111,128,15,4,0,777
Absol,33.0,246,120,163,15,14,8,2220
Shaymin,39.5,210,210,225,7,1,12,3009
Combusken,8.0,163,115,155,13,8,15,358
Giratina,4.5,187,225,284,14,15,3,394
Alolan,6.5,177,195,181,3,2,6,388
Growlithe,18.5,136,93,146,3,5,15,576
Metagross,31.0,257,228,190,3,12,4,3053
Nosepass,18.5,82,215,102,15,10,2,489
Vigoroth,24.0,159,145,190,7,8,3,1221
Marowak,36.0,144,186,155,10,13,12,1653
Spinarak,1.0,105,73,120,11,4,4,10
Girafarig,8.5,182,133,172,13,13,0,464
Nidoking,37.5,204,156,191,2,12,6,2257
Pachirisu,35.0,94,172,155,15,3,9,1070
Eevee,22.0,104,114,146,10,13,15,639
Onix,38.0,85,232,111,0,13,3,861
Taillow,22.0,106,61,120,7,5,3,399
Lumineon,18.0,142,170,170,15,2,14,897
Togekiss,31.5,225,217,198,14,1,1,2731
Flygon,4.5,205,168,190,15,6,15,310
Nincada,2.5,80,126,104,11,7,9,41
Lanturn,36.0,146,137,268,13,3,9,1843
Altaria,20.5,141,201,181,7,14,11,1099
Castform,32.5,139,139,172,3,12,5,1294
Machoke,42.0,177,125,190,9,4,14,1932
Arceus,17.5,238,238,236,14,6,4,1904
Umbreon,26.5,126,240,216,2,4,9,1418
Breloom,32.0,241,144,155,5,15,8,2190
Rayquaza,15.5,284,170,213,12,1,3,1573
Munchlax,29.5,137,117,286,5,5,15,1432
Hippowdon,40.0,201,191,239,12,9,7,2950
Alolan,4.0,201,154,155,4,10,13,222
Alolan,7.0,109,82,67,13,2,6,116
Alolan,9.0,201,154,155,10,11,9,554
Cresselia,38.5,152,258,260,1,13,2,2491
Bidoof,39.0,80,73,153,10,5,0,605
Furret,4.5,148,125,198,6,6,7,188
Pineco,26.0,108,122,137,8,13,5,745
Nidoqueen,10.0,180,173,207,9,2,2,645
Azumarill,32.5,112,152,225,0,15,12,1242
Ursaring,26.0,236,144,207,10,0,15,2040
Alolan,1.0,190,172,233,1,9,13,35
Deoxys,25.5,345,115,137,10,11,0,2122
Froslass,2.0,171,150,172,8,0,4,80
Luxray,16.0,232,156,190,11,6,14,1261
Castform,12.0,139,139,172,8,6,1,498
Silcoon,42.0,60,77,137,6,11,0,464
Golbat,7.5,161,150,181,15,9,5,397
Regigigas,23.5,287,210,220,14,8,1,2770
Persian,24.0,150,136,163,9,5,4,1044
Totodile,6.0,117,109,137,3,12,3,161
Misdreavus,6.5,167,154,155,6,0,10,310
Ariados,3.0,161,124,172,15,10,6,126
Tyrogue,6.5,64,64,111,3,5,1,66
Lucario,24.0,236,144,172,6,9,2,1691
Monferno,19.5,158,105,162,5,1,12,770
Drowzee,35.5,89,136,155,1,9,10,813
Grovyle,11.5,172,120,137,5,14,1,494
Riolu,28.5,127,78,120,14,6,4,731
Wartortle,20.5,126,155,153,8,0,13,786
Sunflora,38.0,185,135,181,13,11,0,1952
Lotad,8.0,71,77,120,11,4,15,120
Graveler,16.5,164,164,146,3,2,10,791
Spinda,40.0,116,116,155,11,9,13,1149
Spinarak,27.0,105,73,120,8,3,5,530
Aron,10.0,121,141,137,6,9,1,326
Jynx,10.5,223,151,163,12,0,13,718
Venusaur,2.5,198,189,190,2,14,8,148
Deoxys,1.0,345,115,137,0,5,8,40
Rattata,16.5,103,70,102,10,2,3,289
Corsola,24.5,118,156,146,10,10,15,914
Smeargle,25.5,40,83,146,11,3,11,269
Dragonair,35.5,163,135,156,7,11,15,1569
Flygon,26.5,205,168,190,10,11,10,1923
Zapdos,10.0,253,185,207,10,4,0,928
Stantler,24.0,192,131,177,1,7,9,1324
Shaymin,31.5,261,166,225,2,13,1,2902
Natu,18.0,134,89,120,6,12,3,501
Dugtrio,17.5,167,134,111,8,2,2,677
Kricketot,11.0,45,74,114,15,10,9,119
Mightyena,17.0,171,132,172,3,7,14,848
Mismagius,42.0,211,187,155,11,12,3,2521
Pinsir,8.0,238,182,163,3,3,13,612
Espeon,31.5,261,175,163,11,2,0,2535
Numel,38.5,119,79,155,10,3,10,917
Magby,34.0,151,99,128,14,11,0,1118
Magmar,32.0,206,154,163,9,4,9,1960
Exeggcute,6.0,107,125,155,7,13,12,178
Camerupt,37.5,194,136,172,3,3,9,1881
Abra,14.5,195,82,93,15,8,15,535
Honchkrow,37.5,243,103,225,11,6,10,2448
Buizel,38.5,132,67,146,4,3,9,865
Leafeon,37.5,216,219,163,7,1,7,2597
Koffing,3.0,119,141,120,10,9,11,84
Vaporeon,38.5,205,161,277,9,15,2,2898
Togekiss,21.5,225,217,198,5,12,12,1935
Toxicroak,9.0,211,133,195,0,12,13,585
Mankey,43.0,148,82,120,10,3,5,1056
Nidoqueen,2.5,180,173,207,15,12,3,142
Budew,19.5,91,109,120,1,14,15,412
Krabby,31.5,181,124,102,1,3,14,1212
Mothim,35.0,185,98,172,1,9,15,1525
Zubat,36.0,83,73,120,15,7,14,597
Rhydon,15.5,222,171,233,4,9,15,1320
Mankey,24.0,148,82,120,7,15,3,725
Ho-Oh,11.5,239,244,214,13,4,15,1232
Mankey,14.5,148,82,120,9,14,6,446
Clamperl,23.5,133,135,111,15,5,1,777
Milotic,13.0,192,219,216,10,0,7,1035
Surskit,24.5,93,87,120,0,4,12,445
Piloswine,19.5,181,138,225,1,12,15,1201
Kakuna,36.5,46,75,128,9,5,15,349
Roselia,25.5,186,131,137,9,14,6,1277
Buneary,39.5,130,105,146,3,7,0,1054
Larvitar,37.5,115,93,137,14,5,7,922
Sealeo,17.5,137,132,207,0,8,14,752
Arbok,21.0,167,153,155,0,3,1,976
Glaceon,38.0,238,205,163,8,14,4,2854
Porygon2,38.0,198,180,198,5,11,13,2472
Loudred,40.0,134,81,197,13,13,6,1268
Metapod,21.5,45,80,137,7,0,15,219
Shaymin,16.5,261,166,225,2,9,7,1560
Combee,11.5,59,83,102,12,12,4,146
Nincada,24.5,80,126,104,7,1,14,465
Shiftry,38.5,200,121,207,4,3,14,2064
Torkoal,4.5,151,203,172,11,9,14,240
Porygon2,9.5,198,180,198,13,9,11,709
Kabuto,29.5,148,140,102,15,0,1,1030
Poliwag,1.5,101,82,120,6,1,6,19
Lumineon,23.5,142,170,170,6,5,1,1073
Gallade,11.0,237,195,169,10,5,8,912
Starly,8.0,101,58,120,1,7,1,127
Snover,29.5,115,105,155,7,4,15,874
Pidgey,15.0,85,73,120,14,14,13,285
Beedrill,36.0,169,130,163,2,2,0,1477
Muk,39.5,190,172,233,7,0,2,2456
Grumpig,36.5,171,188,190,0,1,4,1942
Magby,33.5,151,99,128,14,7,3,1101
Kadabra,26.0,232,117,120,13,14,1,1431
Gorebyss,26.0,211,179,146,8,7,4,1697
Slaking,31.0,290,166,284,11,0,13,3637
Alolan,11.0,144,186,155,11,0,13,537
Jigglypuff,26.5,80,41,251,10,12,4,494
Larvitar,5.0,115,93,137,7,14,7,127
Feebas,39.5,29,85,85,12,11,10,242
Spearow,21.0,112,60,120,6,15,5,428
Sharpedo,11.5,243,83,172,12,12,2,672
Bonsly,13.0,124,133,137,9,8,6,438
Tauros,34.5,198,183,181,10,11,12,2316
Froslass,29.5,171,150,172,0,12,2,1511
Fearow,43.0,182,133,163,7,7,12,1918
Whiscash,10.0,151,141,242,7,15,7,555
Wigglytuff,22.5,156,90,295,11,3,12,1132
Grovyle,27.0,172,120,137,14,0,10,1190
Misdreavus,43.0,167,154,155,8,14,10,1889
Magnemite,40.0,165,121,93,4,8,11,1222
